#id,名字,类型,可否删除,环,节点数,精力,生成任务条件,接任务条件,初始任务条件,交任务条件,任务奖励,下一个任务,提交条件,成功处理,失败处理,事件,flag
id_kn,name_s,type_n,canDelete_b,hoop_n,maxnode_n,energy,build_t,accept_t,init_t,finish_t,prize_t,nexttask_t,commit_t,succeed_t,fail_t,event_t,flag_c
5079,狮驼山6_10,1,0,0,,,,,,CAMPAIGN_ID=2800,"{""bindRmb"",120}",5081,,,,,
5081,狮驼山7_10,1,0,0,,,,,,CAMPAIGN_ID=2810,"{""bindRmb"",120}",5083,,,,,
5083,狮驼山8_10,1,0,0,,,,,,CAMPAIGN_ID=2820,"{""bindRmb"",120}",5085,,,,,
5085,狮驼山9_10,1,0,0,,,,,,CAMPAIGN_ID=2830,"{""bindRmb"",120}",5087,,,,,
5087,狮驼山10_10,1,0,0,,,,,,CAMPAIGN_ID=2840,"{""bindRmb"",120}",5089,,,,,
5089,狮驼山11_10,1,0,0,,,,,,CAMPAIGN_ID=2850,"{""bindRmb"",120}",5091,,,,,
5091,狮驼山12_10,1,0,0,,,,,,CAMPAIGN_ID=2860,"{""bindRmb"",120}",5093,,,,,
5093,狮驼山13_10,1,0,0,,,,,,CAMPAIGN_ID=2870,"{""bindRmb"",120}",5095,,,,,
5095,狮驼山14_10,1,0,0,,,,,,CAMPAIGN_ID=2880,"{""bindRmb"",120}",5097,,,,,
5097,狮驼山15_10,1,0,0,,,,,,CAMPAIGN_ID=2890,"{""bindRmb"",120}",5099,,,,,
5099,狮驼山16_10,1,0,0,,,,,,CAMPAIGN_ID=2900,"{""bindRmb"",120}",5101,,,,,
5101,狮驼山17_10,1,0,0,,,,,,CAMPAIGN_ID=2910,"{""bindRmb"",120}",5103,,,,,
5103,前往天竺,1,0,0,,,,,,ENTRY_MAP=50015,"{""bindRmb"",120}",5105,,,,,
5105,天竺1_10,1,0,0,,,,,,CAMPAIGN_ID=2920,"{""bindRmb"",120}",5107,,,,,
5107,天竺2_10,1,0,0,,,,,,CAMPAIGN_ID=2930,"{""bindRmb"",120}",5109,,,,,
5109,天竺3_10,1,0,0,,,,,,CAMPAIGN_ID=2940,"{""bindRmb"",120}",5111,,,,,
5111,天竺4_10,1,0,0,,,,,,CAMPAIGN_ID=2950,"{""bindRmb"",120}",5113,,,,,
5113,天竺5_10,1,0,0,,,,,,CAMPAIGN_ID=2960,"{""bindRmb"",120}",5115,,,,,
5115,天竺6_10,1,0,0,,,,,,CAMPAIGN_ID=2970,"{""bindRmb"",120}",5117,,,,,
5117,天竺7_10,1,0,0,,,,,,CAMPAIGN_ID=2980,"{""bindRmb"",120}",5119,,,,,
5119,天竺8_10,1,0,0,,,,,,CAMPAIGN_ID=2990,"{""bindRmb"",120}",5121,,,,,
5121,天竺9_10,1,0,0,,,,,,CAMPAIGN_ID=3000,"{""bindRmb"",120}",5123,,,,,
5123,天竺10_10,1,0,0,,,,,,CAMPAIGN_ID=3010,"{""bindRmb"",120}",5125,,,,,
5125,天竺11_10,1,0,0,,,,,,CAMPAIGN_ID=3020,"{""bindRmb"",120}",5127,,,,,
5127,天竺12_10,1,0,0,,,,,,CAMPAIGN_ID=3030,"{""bindRmb"",120}",5129,,,,,
5129,天竺13_10,1,0,0,,,,,,CAMPAIGN_ID=3040,"{""bindRmb"",120}",5131,,,,,
5131,天竺14_10,1,0,0,,,,,,CAMPAIGN_ID=3050,"{""bindRmb"",120}",5133,,,,,
5133,天竺15_10,1,0,0,,,,,,CAMPAIGN_ID=3060,"{""bindRmb"",120}",5135,,,,,
5135,天竺16_10,1,0,0,,,,,,CAMPAIGN_ID=3070,"{""bindRmb"",120}",5137,,,,,
5137,天竺17_10,1,0,0,,,,,,CAMPAIGN_ID=3080,"{""bindRmb"",120}",5139,,,,,
5139,前往灵山,1,0,0,,,,,,ENTRY_MAP=50008,"{""bindRmb"",120}",5141,,,,,
5141,灵山1_10,1,0,0,,,,,,CAMPAIGN_ID=3090,"{""bindRmb"",120}",5143,,,,,
5143,灵山2_10,1,0,0,,,,,,CAMPAIGN_ID=3100,"{""bindRmb"",120}",5145,,,,,
5145,灵山3_10,1,0,0,,,,,,CAMPAIGN_ID=3110,"{""bindRmb"",120}",5147,,,,,
5147,灵山4_10,1,0,0,,,,,,CAMPAIGN_ID=3120,"{""bindRmb"",120}",5149,,,,,
5149,灵山5_10,1,0,0,,,,,,CAMPAIGN_ID=3130,"{""bindRmb"",120}",5151,,,,,
5151,灵山6_10,1,0,0,,,,,,CAMPAIGN_ID=3140,"{""bindRmb"",120}",5153,,,,,
5153,灵山7_10,1,0,0,,,,,,CAMPAIGN_ID=3150,"{""bindRmb"",120}",5155,,,,,
5155,灵山8_10,1,0,0,,,,,,CAMPAIGN_ID=3160,"{""bindRmb"",120}",5157,,,,,
5157,灵山9_10,1,0,0,,,,,,CAMPAIGN_ID=3170,"{""bindRmb"",120}",5159,,,,,
5159,灵山10_10,1,0,0,,,,,,CAMPAIGN_ID=3180,"{""bindRmb"",120}",5161,,,,,
5161,灵山11_10,1,0,0,,,,,,CAMPAIGN_ID=3190,"{""bindRmb"",120}",5163,,,,,
5163,灵山12_10,1,0,0,,,,,,CAMPAIGN_ID=3200,"{""bindRmb"",120}",5165,,,,,
5165,灵山13_10,1,0,0,,,,,,CAMPAIGN_ID=3210,"{""bindRmb"",120}",5167,,,,,
5167,灵山14_10,1,0,0,,,,,,CAMPAIGN_ID=3220,"{""bindRmb"",120}",5169,,,,,
5169,灵山15_10,1,0,0,,,,,,CAMPAIGN_ID=3230,"{""bindRmb"",120}",5171,,,,,
5171,灵山16_10,1,0,0,,,,,,CAMPAIGN_ID=3240,"{""bindRmb"",120}",5173,,,,,
5173,灵山17_10,1,0,0,,,,,,CAMPAIGN_ID=3250,"{""bindRmb"",120}",5175,,,,,
5175,灵山18_10,1,0,0,,,,,,CAMPAIGN_ID=3260,"{""bindRmb"",120}",5177,,,,,
5177,灵山19_10,1,0,0,,,,,,CAMPAIGN_ID=3270,"{""bindRmb"",120}",5179,,,,,
5179,灵山20_10,1,0,0,,,,,,CAMPAIGN_ID=3280,"{""bindRmb"",120}",5181,,,,,
5181,前往两界山,1,0,0,,,,,,ENTRY_MAP=50007,"{""bindRmb"",120}",5183,,,,,
5183,两界山1_10,1,0,0,,,,,,CAMPAIGN_ID=3290,"{""bindRmb"",120}",5185,,,,,
5185,两界山2_10,1,0,0,,,,,,CAMPAIGN_ID=3300,"{""bindRmb"",120}",5187,,,,,
5187,两界山3_10,1,0,0,,,,,,CAMPAIGN_ID=3310,"{""bindRmb"",120}",5189,,,,,
5189,两界山4_10,1,0,0,,,,,,CAMPAIGN_ID=3320,"{""bindRmb"",120}",5191,,,,,
5191,两界山5_10,1,0,0,,,,,,CAMPAIGN_ID=3330,"{""bindRmb"",120}",5193,,,,,
5193,两界山6_10,1,0,0,,,,,,CAMPAIGN_ID=3340,"{""bindRmb"",120}",5195,,,,,
5195,两界山7_10,1,0,0,,,,,,CAMPAIGN_ID=3350,"{""bindRmb"",120}",5197,,,,,
5197,两界山8_10,1,0,0,,,,,,CAMPAIGN_ID=3360,"{""bindRmb"",120}",5199,,,,,
5199,两界山9_10,1,0,0,,,,,,CAMPAIGN_ID=3370,"{""bindRmb"",120}",5201,,,,,
5201,两界山10_10,1,0,0,,,,,,CAMPAIGN_ID=3380,"{""bindRmb"",120}",5203,,,,,
5203,两界山11_10,1,0,0,,,,,,CAMPAIGN_ID=3390,"{""bindRmb"",120}",5205,,,,,
5205,两界山12_10,1,0,0,,,,,,CAMPAIGN_ID=3400,"{""bindRmb"",120}",5207,,,,,
5207,两界山13_10,1,0,0,,,,,,CAMPAIGN_ID=3410,"{""bindRmb"",120}",5209,,,,,
5209,两界山14_10,1,0,0,,,,,,CAMPAIGN_ID=3420,"{""bindRmb"",120}",5211,,,,,
5211,两界山15_10,1,0,0,,,,,,CAMPAIGN_ID=3430,"{""bindRmb"",120}",5213,,,,,
5213,两界山16_10,1,0,0,,,,,,CAMPAIGN_ID=3440,"{""bindRmb"",120}",5215,,,,,
5215,两界山17_10,1,0,0,,,,,,CAMPAIGN_ID=3450,"{""bindRmb"",120}",5217,,,,,
5217,两界山18_10,1,0,0,,,,,,CAMPAIGN_ID=3460,"{""bindRmb"",120}",5219,,,,,
5219,两界山19_10,1,0,0,,,,,,CAMPAIGN_ID=3470,"{""bindRmb"",120}",5221,,,,,
5221,两界山20_10,1,0,0,,,,,,CAMPAIGN_ID=3480,"{""bindRmb"",120}",5223,,,,,
5223,前往南天门,1,0,0,,,,,,ENTRY_MAP=50011,"{""bindRmb"",120}",5225,,,,,
5225,南天门1_10,1,0,0,,,,,,CAMPAIGN_ID=3490,"{""bindRmb"",120}",5227,,,,,
5227,南天门2_10,1,0,0,,,,,,CAMPAIGN_ID=3500,"{""bindRmb"",120}",5229,,,,,
5229,南天门3_10,1,0,0,,,,,,CAMPAIGN_ID=3510,"{""bindRmb"",120}",5231,,,,,
5231,南天门4_10,1,0,0,,,,,,CAMPAIGN_ID=3520,"{""bindRmb"",120}",5233,,,,,
5233,南天门5_10,1,0,0,,,,,,CAMPAIGN_ID=3530,"{""bindRmb"",120}",5235,,,,,
5235,南天门6_10,1,0,0,,,,,,CAMPAIGN_ID=3540,"{""bindRmb"",120}",5237,,,,,
5237,南天门7_10,1,0,0,,,,,,CAMPAIGN_ID=3550,"{""bindRmb"",120}",5239,,,,,
5239,南天门8_10,1,0,0,,,,,,CAMPAIGN_ID=3560,"{""bindRmb"",120}",5241,,,,,
5241,南天门9_10,1,0,0,,,,,,CAMPAIGN_ID=3570,"{""bindRmb"",120}",5243,,,,,
5243,南天门10_10,1,0,0,,,,,,CAMPAIGN_ID=3580,"{""bindRmb"",120}",5245,,,,,
5245,南天门11_10,1,0,0,,,,,,CAMPAIGN_ID=3590,"{""bindRmb"",120}",5247,,,,,
5247,南天门12_10,1,0,0,,,,,,CAMPAIGN_ID=3600,"{""bindRmb"",120}",5249,,,,,
5249,南天门13_10,1,0,0,,,,,,CAMPAIGN_ID=3610,"{""bindRmb"",120}",5251,,,,,
5251,南天门14_10,1,0,0,,,,,,CAMPAIGN_ID=3620,"{""bindRmb"",120}",5253,,,,,
5253,南天门15_10,1,0,0,,,,,,CAMPAIGN_ID=3630,"{""bindRmb"",120}",5255,,,,,
5255,南天门16_10,1,0,0,,,,,,CAMPAIGN_ID=3640,"{""bindRmb"",120}",5257,,,,,
5257,南天门17_10,1,0,0,,,,,,CAMPAIGN_ID=3650,"{""bindRmb"",120}",5259,,,,,
5259,南天门18_10,1,0,0,,,,,,CAMPAIGN_ID=3660,"{""bindRmb"",120}",5261,,,,,
5261,南天门19_10,1,0,0,,,,,,CAMPAIGN_ID=3670,"{""bindRmb"",120}",5263,,,,,
5263,南天门20_10,1,0,0,,,,,,CAMPAIGN_ID=3680,"{""bindRmb"",120}",5265,,,,,
5265,南天门21_10,1,0,0,,,,,,CAMPAIGN_ID=3690,"{""bindRmb"",120}",5267,,,,,
5267,南天门22_10,1,0,0,,,,,,CAMPAIGN_ID=3700,"{""bindRmb"",120}",5269,,,,,
5269,南天门23_10,1,0,0,,,,,,CAMPAIGN_ID=3710,"{""bindRmb"",120}",5271,,,,,
5271,南天门24_10,1,0,0,,,,,,CAMPAIGN_ID=3720,"{""bindRmb"",120}",5273,,,,,
5273,南天门25_10,1,0,0,,,,,,CAMPAIGN_ID=3730,"{""bindRmb"",120}",5275,,,,,
5275,前往瑶池仙境,1,0,0,,,,,,ENTRY_MAP=50022,"{""bindRmb"",120}",5277,,,,,
5277,瑶池仙境1_10,1,0,0,,,,,,CAMPAIGN_ID=3740,"{""bindRmb"",120}",5279,,,,,
5279,瑶池仙境2_10,1,0,0,,,,,,CAMPAIGN_ID=3750,"{""bindRmb"",120}",5281,,,,,
5281,瑶池仙境3_10,1,0,0,,,,,,CAMPAIGN_ID=3760,"{""bindRmb"",120}",5283,,,,,
5283,瑶池仙境4_10,1,0,0,,,,,,CAMPAIGN_ID=3770,"{""bindRmb"",120}",5285,,,,,
5285,瑶池仙境5_10,1,0,0,,,,,,CAMPAIGN_ID=3780,"{""bindRmb"",120}",5287,,,,,
5287,瑶池仙境6_10,1,0,0,,,,,,CAMPAIGN_ID=3790,"{""bindRmb"",120}",5289,,,,,
5289,瑶池仙境7_10,1,0,0,,,,,,CAMPAIGN_ID=3800,"{""bindRmb"",120}",5291,,,,,
5291,瑶池仙境8_10,1,0,0,,,,,,CAMPAIGN_ID=3810,"{""bindRmb"",120}",5293,,,,,
5293,瑶池仙境9_10,1,0,0,,,,,,CAMPAIGN_ID=3820,"{""bindRmb"",120}",5295,,,,,
5295,瑶池仙境10_10,1,0,0,,,,,,CAMPAIGN_ID=3830,"{""bindRmb"",120}",5297,,,,,
5297,瑶池仙境11_10,1,0,0,,,,,,CAMPAIGN_ID=3840,"{""bindRmb"",120}",5299,,,,,
5299,瑶池仙境12_10,1,0,0,,,,,,CAMPAIGN_ID=3850,"{""bindRmb"",120}",5301,,,,,
5301,瑶池仙境13_10,1,0,0,,,,,,CAMPAIGN_ID=3860,"{""bindRmb"",120}",5303,,,,,
5303,瑶池仙境14_10,1,0,0,,,,,,CAMPAIGN_ID=3870,"{""bindRmb"",120}",5305,,,,,
5305,瑶池仙境15_10,1,0,0,,,,,,CAMPAIGN_ID=3880,"{""bindRmb"",120}",5307,,,,,
5307,瑶池仙境16_10,1,0,0,,,,,,CAMPAIGN_ID=3890,"{""bindRmb"",120}",5309,,,,,
5309,瑶池仙境17_10,1,0,0,,,,,,CAMPAIGN_ID=3900,"{""bindRmb"",120}",5311,,,,,
5311,瑶池仙境18_10,1,0,0,,,,,,CAMPAIGN_ID=3910,"{""bindRmb"",120}",5313,,,,,
5313,瑶池仙境19_10,1,0,0,,,,,,CAMPAIGN_ID=3920,"{""bindRmb"",120}",5315,,,,,
5315,瑶池仙境20_10,1,0,0,,,,,,CAMPAIGN_ID=3930,"{""bindRmb"",120}",5317,,,,,
5317,瑶池仙境21_10,1,0,0,,,,,,CAMPAIGN_ID=3940,"{""bindRmb"",120}",5319,,,,,
5319,瑶池仙境22_10,1,0,0,,,,,,CAMPAIGN_ID=3950,"{""bindRmb"",120}",5321,,,,,
5321,瑶池仙境23_10,1,0,0,,,,,,CAMPAIGN_ID=3960,"{""bindRmb"",120}",5323,,,,,
5323,瑶池仙境24_10,1,0,0,,,,,,CAMPAIGN_ID=3970,"{""bindRmb"",120}",5325,,,,,
5325,瑶池仙境25_10,1,0,0,,,,,,CAMPAIGN_ID=3980,"{""bindRmb"",120}",,,,,,
