#id,名字,类型,可否删除,环,节点数,精力,生成任务条件,接任务条件,初始任务条件,交任务条件,任务奖励,下一个任务,提交条件,成功处理,失败处理,事件,flag
id_kn,name_s,type_n,canDelete_b,hoop_n,maxnode_n,energy,build_t,accept_t,init_t,finish_t,prize_t,nexttask_t,commit_t,succeed_t,fail_t,event_t,flag_c
1033,穿戴8件装备,1,0,0,,,,,,R_EQUIP_MAX_NUM=8,"{""exp"",433690},{""bindRmb"",50},{""funds"",300000}",1035,,,,,
1035,东海龙宫1_6,1,0,0,,,,,,CAMPAIGN_ID=1006,"{""exp"",453530},{""bindRmb"",50},{""funds"",300000}",1037,,,,,
1037,技能升级4次,1,0,0,,,,,,R_SKILL_UP_NUM=4,"{""exp"",473990},{""bindRmb"",50},{""funds"",300000}",1039,,,,,
1039,等级升到18级,1,0,0,,,,,,ROLE_MAX_LEVEL=18,"{""exp"",494450},{""bindRmb"",50},{""funds"",300000}",1041,,,,,
1041,东海龙宫1_7,1,0,0,,,,,,CAMPAIGN_ID=1007,"{""exp"",652860},{""bindRmb"",50},{""funds"",300000}",1043,,,,,
1043,强化提升7次,1,0,0,,,,,,R_EQ_QH_NUM=7,"{""exp"",679520},{""bindRmb"",50},{""funds"",300000},{""item"",20001,9}",1045,,,,,
1045,坐骑进阶3次,1,0,0,,,,,,RIDE_STAGE_STEP_NUM=3,"{""exp"",706800},{""bindRmb"",50},{""funds"",300000}",1047,,,,,
1047,东海龙宫1_8,1,0,0,,,,,,CAMPAIGN_ID=1008,"{""exp"",734390},{""bindRmb"",50},{""funds"",300000},{""equip"",15009,1,1},{""equip"",15010,1,1}",1049,,,,,
1049,穿戴10件装备,1,0,0,,,,,,R_EQUIP_MAX_NUM=6,"{""exp"",762290},{""bindRmb"",50},{""funds"",300000},{""equip"",15009,1,1},{""equip"",15010,1,1}",1051,,,,,
1051,熔炼一次装备,1,0,0,,,,,,R_EQ_MELT_NUM=1,"{""exp"",790500},{""bindRmb"",50},{""funds"",300000}",1053,,,,,
1053,东海龙宫1_9,1,0,0,,,,,,CAMPAIGN_ID=1009,"{""exp"",819330},{""bindRmb"",50},{""funds"",300000}",1055,,,,,
1055,等级升到20级,1,0,0,,,,,,ROLE_MAX_LEVEL=20,"{""exp"",848160},{""bindRmb"",50},{""funds"",300000},{""item"",20001,60},{""item"",20013,8}",1057,,,,,
1057,宠物升级4次,1,0,0,,,,,,PET_STAGE_STEP_NUM=4,"{""exp"",877920},{""bindRmb"",50},{""funds"",300000}",1059,,,,,
1059,东海龙宫1_10,1,0,0,,,,,,CAMPAIGN_ID=1010,"{""exp"",907680},{""bindRmb"",50},{""funds"",300000}",1061,,,,,
1061,前往凌霄宝殿,1,0,0,,,,,,ENTRY_MAP=50009,"{""exp"",836380},{""bindRmb"",50},{""funds"",300000}",1063,,,,,
1063,等级升到25级,1,0,0,,,,,,ROLE_MAX_LEVEL=25,"{""exp"",836380},{""bindRmb"",50},{""funds"",300000}",1065,,,,,
1065,凌霄宝殿1-1,1,0,0,,,,,,CAMPAIGN_ID=1011,"{""exp"",891146},{""bindRmb"",50},{""funds"",300000},{""item"",20013,10}",1067,,,,,
1067,宠物升级8次,1,0,0,,,,,,PET_STAGE_STEP_NUM=8,"{""exp"",891146},{""bindRmb"",50},{""funds"",300000}",1069,,,,,
1069,凌霄宝殿1-3,1,0,0,,,,,,CAMPAIGN_ID=1013,"{""exp"",891146},{""bindRmb"",50},{""funds"",300000}",1071,,,,,
1071,熔炼一次装备,1,0,0,,,,,,R_EQ_MELT_NUM=1,"{""exp"",947360},{""bindRmb"",50},{""funds"",300000}",1073,,,,,
1073,强化提升8次,1,0,0,,,,,,R_EQ_QH_NUM=8,"{""exp"",947360},{""bindRmb"",50},{""funds"",300000}",1075,,,,,
1075,凌霄宝殿1-5,1,0,0,,,,,,CAMPAIGN_ID=1015,"{""exp"",947360},{""bindRmb"",50},{""funds"",300000}",1077,,,,,
1077,凌霄宝殿1-7,1,0,0,,,,,,CAMPAIGN_ID=1017,"{""exp"",1005226},{""bindRmb"",50},{""funds"",300000}",1079,,,,,
1079,等级升到30级,1,0,0,,,,,,ROLE_MAX_LEVEL=30,"{""exp"",1005226},{""bindRmb"",50},{""funds"",300000}",1081,,,,,
1081,个人BOSS1次,1,0,0,,,,,,COPY_PERSON_COUNT=1,"{""exp"",1005226},{""bindRmb"",50},{""funds"",300000}",1083,,,,,
1083,龙王宝藏1-3,1,0,0,,,,,,COPY_DRAGON_LEVEL=13,"{""exp"",1064746},{""bindRmb"",50},{""funds"",300000},{""item"",20013,10}",1085,,,,,
1085,宠物升级10次,1,0,0,,,,,,PET_STAGE_STEP_NUM=10,"{""exp"",1064746},{""bindRmb"",50},{""funds"",300000}",1087,,,,,
1087,坐骑副本1次,1,0,0,,,,,,COPY_MATERIAL_COUNT=11,"{""exp"",1064746},{""bindRmb"",50},{""funds"",300000},{""item"",20001,60}",1089,,,,,
1089,坐骑升到3阶,1,0,0,,,,,,RIDE_STAGE_LEVEL=1,"{""exp"",1486140},{""bindRmb"",50},{""funds"",300000}",1091,,,,,
1091,凌霄宝殿1-10,1,0,0,,,,,,CAMPAIGN_ID=1020,"{""exp"",1486140},{""bindRmb"",50},{""funds"",300000},{""item"",20014,30}",1093,,,,,
1093,仙侣升级5次,1,0,0,,,,,,XL_STAGE_STEP_NUM=10,"{""exp"",1486140},{""bindRmb"",50},{""funds"",300000}",1095,,,,,
1095,龙王宝藏1-6,1,0,0,,,,,,COPY_DRAGON_LEVEL=16,"{""exp"",1569116},{""bindRmb"",50},{""funds"",300000}",1097,,,,,
1097,龙王星级奖励,1,0,0,,,,,,COPY_DRAGON_START_NUM=1,"{""exp"",1569116},{""bindRmb"",50},{""funds"",300000}",1099,,,,,
1099,擂台比武1次,1,0,0,,,,,,CHAMPION_NUM=1,"{""exp"",1569116},{""bindRmb"",50},{""funds"",300000}",1101,,,,,
1101,擂台比武3次,1,0,0,,,,,,CHAMPION_NUM=3,"{""exp"",1654470},{""bindRmb"",50},{""funds"",300000}",1103,,,,,
1103,凌霄宝殿2-4,1,0,0,,,,,,CAMPAIGN_ID=1024,"{""exp"",1654470},{""bindRmb"",50},{""funds"",300000}",1105,,,,,
1105,熔炼一次装备,1,0,0,,,,,,R_EQ_MELT_NUM=1,"{""exp"",1654470},{""bindRmb"",50},{""funds"",300000},{""item"",20014,30}",1107,,,,,
1107,锻造精炼3次,1,0,0,,,,,,R_EQ_JL_NUM=3,"{""exp"",1742096},{""bindRmb"",50},{""funds"",300000}",1109,,,,,
1109,凌霄宝殿2-7,1,0,0,,,,,,CAMPAIGN_ID=1027,"{""exp"",1742096},{""bindRmb"",50},{""funds"",300000}",1111,,,,,
1111,凌霄宝殿2-10,1,0,0,,,,,,CAMPAIGN_ID=1030,"{""exp"",1742096},{""bindRmb"",50},{""funds"",300000}",1113,,,,,
1113,前往阴曹地府,1,0,0,,,,,,ENTRY_MAP=50023,"{""exp"",1832410},{""bindRmb"",50},{""funds"",300000}",1115,,,,,
1115,钟馗伏魔3次,1,0,0,,,,,,COPY_ZHONGKUI_COUNT=3,"{""exp"",1832410},{""bindRmb"",50},{""funds"",300000}",1117,,,,,
1117,阴曹地府1-1,1,0,0,,,,,,CAMPAIGN_ID=1031,"{""exp"",1832410},{""bindRmb"",50},{""funds"",300000}",1119,,,,,
1119,技能升级10次,1,0,0,,,,,,R_SKILL_UP_NUM=10,"{""exp"",1832410},{""bindRmb"",50},{""funds"",300000}",1121,,,,,
1121,阴曹地府1-3,1,0,0,,,,,,CAMPAIGN_ID=1033,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000},{""item"",20014,50}",1123,,,,,
1123,仙侣升级10次,1,0,0,,,,,,XL_STAGE_STEP_NUM=10,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1125,,,,,
1125,阴曹地府1-4,1,0,0,,,,,,CAMPAIGN_ID=1034,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1127,,,,,
1127,龙王宝藏2-6,1,0,0,,,,,,COPY_DRAGON_LEVEL=22,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1129,,,,,
1129,宠物升级12次,1,0,0,,,,,,PET_STAGE_STEP_NUM=12,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1131,,,,,
1131,组队副本5次,1,0,0,,,,,,COPY_TEAM_COMBAT_NUM=5,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1133,,,,,
1133,阴曹地府1-7,1,0,0,,,,,,CAMPAIGN_ID=1037,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1135,,,,,
1135,等级达到50级,1,0,0,,,,,,ROLE_MAX_LEVEL=50,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000},{""item"",20002,30}",1137,,,,,
1137,天仙进阶3次,1,0,0,,,,,,TX_STAGE_STEP_NUM=3,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1139,,,,,
1139,阴曹地府1-10,1,0,0,,,,,,CAMPAIGN_ID=1040,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1141,,,,,
1141,小雷音寺第6关,1,0,0,,,,,,COPY_THUNDER_MAX=6,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1143,,,,,
1143,阴曹地府2-1,1,0,0,,,,,,CAMPAIGN_ID=1041,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000},{""item"",20014,30}",1145,,,,,
1145,仙侣升级15次,1,0,0,,,,,,XL_STAGE_STEP_NUM=15,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1147,,,,,
1147,阴曹地府2-4,1,0,0,,,,,,CAMPAIGN_ID=1044,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1149,,,,,
1149,阴曹地府2-7,1,0,0,,,,,,CAMPAIGN_ID=1047,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1151,,,,,
1151,阴曹地府2-10,1,0,0,,,,,,CAMPAIGN_ID=1050,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1153,,,,,
1153,等级升到60级,1,0,0,,,,,,ROLE_MAX_LEVEL=60,"{""exp"",1963325},{""bindRmb"",50},{""funds"",300000}",1155,,,,,
1155,阴曹地府3-1,1,0,0,,,,,,CAMPAIGN_ID=1051,"{""exp"",1463611},{""bindRmb"",50},{""funds"",300000}",1157,,,,,
1157,阴曹地府3-4,1,0,0,,,,,,CAMPAIGN_ID=1054,"{""exp"",1463611},{""bindRmb"",50},{""funds"",300000}",1159,,,,,
1159,阴曹地府3-7,1,0,0,,,,,,CAMPAIGN_ID=1057,"{""exp"",1463611},{""bindRmb"",50},{""funds"",300000}",1161,,,,,
1161,阴曹地府3-10,1,0,0,,,,,,CAMPAIGN_ID=1060,"{""exp"",1463611},{""bindRmb"",50},{""funds"",300000}",1163,,,,,
1163,前往长安城,1,0,0,,,,,,ENTRY_MAP=50024,"{""exp"",1463611},{""bindRmb"",50},{""funds"",300000}",2001,,,,,
