#id,名字,类型,可否删除,环,节点数,精力,生成任务条件,接任务条件,初始任务条件,交任务条件,任务奖励,下一个任务,提交条件,成功处理,失败处理,事件,flag
id_kn,name_s,type_n,canDelete_b,hoop_n,maxnode_n,energy,build_t,accept_t,init_t,finish_t,prize_t,nexttask_t,commit_t,succeed_t,fail_t,event_t,flag_c
4155,火焰山10_10,1,0,0,,,,,,CAMPAIGN_ID=2220,"{""bindRmb"",90}",4157,,,,,
4157,火焰山11_5,1,0,0,,,,,,CAMPAIGN_ID=2225,"{""bindRmb"",90}",4159,,,,,
4159,火焰山11_10,1,0,0,,,,,,CAMPAIGN_ID=2230,"{""bindRmb"",90}",4161,,,,,
4161,火焰山12_5,1,0,0,,,,,,CAMPAIGN_ID=2235,"{""bindRmb"",90}",4163,,,,,
4163,火焰山12_10,1,0,0,,,,,,CAMPAIGN_ID=2240,"{""bindRmb"",90}",4165,,,,,
4165,火焰山13_5,1,0,0,,,,,,CAMPAIGN_ID=2245,"{""bindRmb"",90}",4167,,,,,
4167,火焰山13_10,1,0,0,,,,,,CAMPAIGN_ID=2250,"{""bindRmb"",90}",4169,,,,,
4169,火焰山14_5,1,0,0,,,,,,CAMPAIGN_ID=2255,"{""bindRmb"",90}",4171,,,,,
4171,火焰山14_10,1,0,0,,,,,,CAMPAIGN_ID=2260,"{""bindRmb"",90}",4173,,,,,
4173,火焰山15_5,1,0,0,,,,,,CAMPAIGN_ID=2265,"{""bindRmb"",90}",4175,,,,,
4175,火焰山15_10,1,0,0,,,,,,CAMPAIGN_ID=2270,"{""bindRmb"",90}",4177,,,,,
4177,前往小雷音寺,1,0,0,,,,,,ENTRY_MAP=50021,"{""bindRmb"",90}",4179,,,,,
4179,小雷音寺1_5,1,0,0,,,,,,CAMPAIGN_ID=2275,"{""bindRmb"",90}",4181,,,,,
4181,小雷音寺1_10,1,0,0,,,,,,CAMPAIGN_ID=2280,"{""bindRmb"",90}",4183,,,,,
4183,小雷音寺2_5,1,0,0,,,,,,CAMPAIGN_ID=2285,"{""bindRmb"",90}",4185,,,,,
4185,小雷音寺2_10,1,0,0,,,,,,CAMPAIGN_ID=2290,"{""bindRmb"",90}",4187,,,,,
4187,小雷音寺3_5,1,0,0,,,,,,CAMPAIGN_ID=2295,"{""bindRmb"",90}",4189,,,,,
4189,小雷音寺3_10,1,0,0,,,,,,CAMPAIGN_ID=2300,"{""bindRmb"",90}",4191,,,,,
4191,小雷音寺4_5,1,0,0,,,,,,CAMPAIGN_ID=2305,"{""bindRmb"",90}",4193,,,,,
4193,小雷音寺4_10,1,0,0,,,,,,CAMPAIGN_ID=2310,"{""bindRmb"",90}",4195,,,,,
4195,小雷音寺5_5,1,0,0,,,,,,CAMPAIGN_ID=2315,"{""bindRmb"",90}",4197,,,,,
4197,小雷音寺5_10,1,0,0,,,,,,CAMPAIGN_ID=2320,"{""bindRmb"",90}",4199,,,,,
4199,小雷音寺6_5,1,0,0,,,,,,CAMPAIGN_ID=2325,"{""bindRmb"",90}",4201,,,,,
4201,小雷音寺6_10,1,0,0,,,,,,CAMPAIGN_ID=2330,"{""bindRmb"",90}",4203,,,,,
4203,小雷音寺7_5,1,0,0,,,,,,CAMPAIGN_ID=2335,"{""bindRmb"",90}",4205,,,,,
4205,小雷音寺7_10,1,0,0,,,,,,CAMPAIGN_ID=2340,"{""bindRmb"",90}",4207,,,,,
4207,小雷音寺8_5,1,0,0,,,,,,CAMPAIGN_ID=2345,"{""bindRmb"",90}",4209,,,,,
4209,小雷音寺8_10,1,0,0,,,,,,CAMPAIGN_ID=2350,"{""bindRmb"",90}",4211,,,,,
4211,小雷音寺9_5,1,0,0,,,,,,CAMPAIGN_ID=2355,"{""bindRmb"",90}",4213,,,,,
4213,小雷音寺9_10,1,0,0,,,,,,CAMPAIGN_ID=2360,"{""bindRmb"",90}",4215,,,,,
4215,小雷音寺10_5,1,0,0,,,,,,CAMPAIGN_ID=2365,"{""bindRmb"",90}",4217,,,,,
4217,小雷音寺10_10,1,0,0,,,,,,CAMPAIGN_ID=2370,"{""bindRmb"",90}",4219,,,,,
4219,小雷音寺11_5,1,0,0,,,,,,CAMPAIGN_ID=2375,"{""bindRmb"",90}",4221,,,,,
4221,小雷音寺11_10,1,0,0,,,,,,CAMPAIGN_ID=2380,"{""bindRmb"",90}",4223,,,,,
4223,小雷音寺12_5,1,0,0,,,,,,CAMPAIGN_ID=2385,"{""bindRmb"",90}",4225,,,,,
4225,小雷音寺12_10,1,0,0,,,,,,CAMPAIGN_ID=2390,"{""bindRmb"",90}",4227,,,,,
4227,小雷音寺13_5,1,0,0,,,,,,CAMPAIGN_ID=2395,"{""bindRmb"",90}",4229,,,,,
4229,小雷音寺13_10,1,0,0,,,,,,CAMPAIGN_ID=2400,"{""bindRmb"",90}",4231,,,,,
4231,小雷音寺14_5,1,0,0,,,,,,CAMPAIGN_ID=2405,"{""bindRmb"",90}",4233,,,,,
4233,小雷音寺14_10,1,0,0,,,,,,CAMPAIGN_ID=2410,"{""bindRmb"",90}",4235,,,,,
4235,小雷音寺15_5,1,0,0,,,,,,CAMPAIGN_ID=2415,"{""bindRmb"",90}",4237,,,,,
4237,小雷音寺15_10,1,0,0,,,,,,CAMPAIGN_ID=2420,"{""bindRmb"",90}",4239,,,,,
4239,前往无底洞,1,0,0,,,,,,ENTRY_MAP=50018,"{""bindRmb"",90}",5001,,,,,
