#序号,任务名称,npcId,对话npc,任务提示,背景描述,奖励描述,任务类型名称,任务类型（主线任务1）,能否放弃,接受和完成任务接听（1：接受新任务  2：完成任务）,任务跟踪完成信息XML,任务跟踪完成信息普通文本,寻路链接参数（根据不同协议，提供不同超链接给显示内容）
TaskId_kn,TaskName_s,NpcIds_s,NpcNames_s,TaskTips_s,TaskBackground_s,TaskPrize_s,TaskTypeName_s,TaskType_n,Cancel_n,Listen_t1,TraceXMLContent_s,TraceContent_s,FindLink_t
3091,火云洞5_9,10001,桤木西,通关火云洞5_9,通关火云洞5_9,,主线,1,,,与%s对话,与%s对话,
3093,火云洞6_3,10001,桤木西,通关火云洞6_3,通关火云洞6_3,,主线,1,,,与%s对话,与%s对话,
3095,火云洞6_6,10001,桤木西,通关火云洞6_6,通关火云洞6_6,,主线,1,,,与%s对话,与%s对话,
3097,火云洞6_9,10001,桤木西,通关火云洞6_9,通关火云洞6_9,,主线,1,,,与%s对话,与%s对话,
3099,火云洞7_3,10001,桤木西,通关火云洞7_3,通关火云洞7_3,,主线,1,,,与%s对话,与%s对话,
3101,火云洞7_6,10001,桤木西,通关火云洞7_6,通关火云洞7_6,,主线,1,,,与%s对话,与%s对话,
3103,火云洞7_9,10001,桤木西,通关火云洞7_9,通关火云洞7_9,,主线,1,,,与%s对话,与%s对话,
3105,火云洞8_3,10001,桤木西,通关火云洞8_3,通关火云洞8_3,,主线,1,,,与%s对话,与%s对话,
3107,火云洞8_6,10001,桤木西,通关火云洞8_6,通关火云洞8_6,,主线,1,,,与%s对话,与%s对话,
3109,火云洞8_9,10001,桤木西,通关火云洞8_9,通关火云洞8_9,,主线,1,,,与%s对话,与%s对话,
3111,火云洞9_3,10001,桤木西,通关火云洞9_3,通关火云洞9_3,,主线,1,,,与%s对话,与%s对话,
3113,火云洞9_6,10001,桤木西,通关火云洞9_6,通关火云洞9_6,,主线,1,,,与%s对话,与%s对话,
3115,火云洞9_9,10001,桤木西,通关火云洞9_9,通关火云洞9_9,,主线,1,,,与%s对话,与%s对话,
3117,火云洞10_3,10001,桤木西,通关火云洞10_3,通关火云洞10_3,,主线,1,,,与%s对话,与%s对话,
3119,火云洞10_6,10001,桤木西,通关火云洞10_6,通关火云洞10_6,,主线,1,,,与%s对话,与%s对话,
3121,火云洞10_9,10001,桤木西,通关火云洞10_9,通关火云洞10_9,,主线,1,,,与%s对话,与%s对话,
3123,火云洞11_3,10001,桤木西,通关火云洞11_3,通关火云洞11_3,,主线,1,,,与%s对话,与%s对话,
3125,火云洞11_6,10001,桤木西,通关火云洞11_6,通关火云洞11_6,,主线,1,,,与%s对话,与%s对话,
3127,火云洞11_13,10001,桤木西,通关火云洞11_13,通关火云洞11_13,,主线,1,,,与%s对话,与%s对话,
3129,火云洞12_3,10001,桤木西,通关火云洞12_3,通关火云洞12_3,,主线,1,,,与%s对话,与%s对话,
3131,火云洞12_6,10001,桤木西,通关火云洞12_6,通关火云洞12_6,,主线,1,,,与%s对话,与%s对话,
3133,火云洞12_13,10001,桤木西,通关火云洞12_13,通关火云洞12_13,,主线,1,,,与%s对话,与%s对话,
3135,火云洞13_3,10001,桤木西,通关火云洞13_3,通关火云洞13_3,,主线,1,,,与%s对话,与%s对话,
3137,火云洞13_6,10001,桤木西,通关火云洞13_6,通关火云洞13_6,,主线,1,,,与%s对话,与%s对话,
3139,火云洞13_9,10001,桤木西,通关火云洞13_9,通关火云洞13_9,,主线,1,,,与%s对话,与%s对话,
3141,前往通天河,10001,桤木西,完成前往通天河,完成前往通天河,,主线,1,,,与%s对话,与%s对话,
3143,通天河1_3,10001,桤木西,通关通天河1_3,通关通天河1_3,,主线,1,,,与%s对话,与%s对话,
3145,通天河1_6,10001,桤木西,通关通天河1_6,通关通天河1_6,,主线,1,,,与%s对话,与%s对话,
3147,通天河1_9,10001,桤木西,通关通天河1_9,通关通天河1_9,,主线,1,,,与%s对话,与%s对话,
3149,通天河2_3,10001,桤木西,通关通天河2_3,通关通天河2_3,,主线,1,,,与%s对话,与%s对话,
3151,通天河2_6,10001,桤木西,通关通天河2_6,通关通天河2_6,,主线,1,,,与%s对话,与%s对话,
3153,通天河2_9,10001,桤木西,通关通天河2_9,通关通天河2_9,,主线,1,,,与%s对话,与%s对话,
3155,通天河3_3,10001,桤木西,通关通天河3_3,通关通天河3_3,,主线,1,,,与%s对话,与%s对话,
3157,通天河3_6,10001,桤木西,通关通天河3_6,通关通天河3_6,,主线,1,,,与%s对话,与%s对话,
3159,通天河3_9,10001,桤木西,通关通天河3_9,通关通天河3_9,,主线,1,,,与%s对话,与%s对话,
3161,通天河4_3,10001,桤木西,通关通天河4_3,通关通天河4_3,,主线,1,,,与%s对话,与%s对话,
3163,通天河4_6,10001,桤木西,通关通天河4_6,通关通天河4_6,,主线,1,,,与%s对话,与%s对话,
3165,通天河4_9,10001,桤木西,通关通天河4_9,通关通天河4_9,,主线,1,,,与%s对话,与%s对话,
3167,通天河5_3,10001,桤木西,通关通天河5_3,通关通天河5_3,,主线,1,,,与%s对话,与%s对话,
3169,通天河5_6,10001,桤木西,通关通天河5_6,通关通天河5_6,,主线,1,,,与%s对话,与%s对话,
3171,通天河5_9,10001,桤木西,通关通天河5_9,通关通天河5_9,,主线,1,,,与%s对话,与%s对话,
3173,通天河6_3,10001,桤木西,通关通天河6_3,通关通天河6_3,,主线,1,,,与%s对话,与%s对话,
3175,通天河6_6,10001,桤木西,通关通天河6_6,通关通天河6_6,,主线,1,,,与%s对话,与%s对话,
3177,通天河6_9,10001,桤木西,通关通天河6_9,通关通天河6_9,,主线,1,,,与%s对话,与%s对话,
3179,通天河7_3,10001,桤木西,通关通天河7_3,通关通天河7_3,,主线,1,,,与%s对话,与%s对话,
3181,通天河7_6,10001,桤木西,通关通天河7_6,通关通天河7_6,,主线,1,,,与%s对话,与%s对话,
3183,通天河7_9,10001,桤木西,通关通天河7_9,通关通天河7_9,,主线,1,,,与%s对话,与%s对话,
3185,通天河8_3,10001,桤木西,通关通天河8_3,通关通天河8_3,,主线,1,,,与%s对话,与%s对话,
3187,通天河8_6,10001,桤木西,通关通天河8_6,通关通天河8_6,,主线,1,,,与%s对话,与%s对话,
3189,通天河8_9,10001,桤木西,通关通天河8_9,通关通天河8_9,,主线,1,,,与%s对话,与%s对话,
3191,通天河9_3,10001,桤木西,通关通天河9_3,通关通天河9_3,,主线,1,,,与%s对话,与%s对话,
3193,通天河9_6,10001,桤木西,通关通天河9_6,通关通天河9_6,,主线,1,,,与%s对话,与%s对话,
3195,通天河9_9,10001,桤木西,通关通天河9_9,通关通天河9_9,,主线,1,,,与%s对话,与%s对话,
3197,通天河10_3,10001,桤木西,通关通天河10_3,通关通天河10_3,,主线,1,,,与%s对话,与%s对话,
3199,通天河10_6,10001,桤木西,通关通天河10_6,通关通天河10_6,,主线,1,,,与%s对话,与%s对话,
3201,通天河10_9,10001,桤木西,通关通天河10_9,通关通天河10_9,,主线,1,,,与%s对话,与%s对话,
3203,通天河11_3,10001,桤木西,通关通天河11_3,通关通天河11_3,,主线,1,,,与%s对话,与%s对话,
3205,通天河11_6,10001,桤木西,通关通天河11_6,通关通天河11_6,,主线,1,,,与%s对话,与%s对话,
3207,通天河11_13,10001,桤木西,通关通天河11_13,通关通天河11_13,,主线,1,,,与%s对话,与%s对话,
3209,通天河12_3,10001,桤木西,通关通天河12_3,通关通天河12_3,,主线,1,,,与%s对话,与%s对话,
3211,通天河12_6,10001,桤木西,通关通天河12_6,通关通天河12_6,,主线,1,,,与%s对话,与%s对话,
3213,通天河12_13,10001,桤木西,通关通天河12_13,通关通天河12_13,,主线,1,,,与%s对话,与%s对话,
3215,通天河13_3,10001,桤木西,通关通天河13_3,通关通天河13_3,,主线,1,,,与%s对话,与%s对话,
3217,通天河13_6,10001,桤木西,通关通天河13_6,通关通天河13_6,,主线,1,,,与%s对话,与%s对话,
3219,通天河13_9,10001,桤木西,通关通天河13_9,通关通天河13_9,,主线,1,,,与%s对话,与%s对话,
3221,前往女儿国,10001,桤木西,完成前往女儿国,完成前往女儿国,,主线,1,,,与%s对话,与%s对话,
