#序号,任务名称,npcId,对话npc,任务提示,背景描述,奖励描述,任务类型名称,任务类型（主线任务1）,能否放弃,接受和完成任务接听（1：接受新任务  2：完成任务）,任务跟踪完成信息XML,任务跟踪完成信息普通文本,寻路链接参数（根据不同协议，提供不同超链接给显示内容）
TaskId_kn,TaskName_s,NpcIds_s,NpcNames_s,TaskTips_s,TaskBackground_s,TaskPrize_s,TaskTypeName_s,TaskType_n,Cancel_n,Listen_t1,TraceXMLContent_s,TraceContent_s,FindLink_t
4123,火焰山2_10,10001,桤木西,通关火焰山2_10,通关火焰山2_10,,主线,1,,,与%s对话,与%s对话,
4125,火焰山3_5,10001,桤木西,通关火焰山3_5,通关火焰山3_5,,主线,1,,,与%s对话,与%s对话,
4127,火焰山3_10,10001,桤木西,通关火焰山3_10,通关火焰山3_10,,主线,1,,,与%s对话,与%s对话,
4129,火焰山4_5,10001,桤木西,通关火焰山4_5,通关火焰山4_5,,主线,1,,,与%s对话,与%s对话,
4131,火焰山4_10,10001,桤木西,通关火焰山4_10,通关火焰山4_10,,主线,1,,,与%s对话,与%s对话,
4133,火焰山5_5,10001,桤木西,通关火焰山5_5,通关火焰山5_5,,主线,1,,,与%s对话,与%s对话,
4135,火焰山5_10,10001,桤木西,通关火焰山5_10,通关火焰山5_10,,主线,1,,,与%s对话,与%s对话,
4137,火焰山6_5,10001,桤木西,通关火焰山6_5,通关火焰山6_5,,主线,1,,,与%s对话,与%s对话,
4139,火焰山6_10,10001,桤木西,通关火焰山6_10,通关火焰山6_10,,主线,1,,,与%s对话,与%s对话,
4141,火焰山7_5,10001,桤木西,通关火焰山7_5,通关火焰山7_5,,主线,1,,,与%s对话,与%s对话,
4143,火焰山7_10,10001,桤木西,通关火焰山7_10,通关火焰山7_10,,主线,1,,,与%s对话,与%s对话,
4145,火焰山8_5,10001,桤木西,通关火焰山8_5,通关火焰山8_5,,主线,1,,,与%s对话,与%s对话,
4147,火焰山8_10,10001,桤木西,通关火焰山8_10,通关火焰山8_10,,主线,1,,,与%s对话,与%s对话,
4149,火焰山9_5,10001,桤木西,通关火焰山9_5,通关火焰山9_5,,主线,1,,,与%s对话,与%s对话,
4151,火焰山9_10,10001,桤木西,通关火焰山9_10,通关火焰山9_10,,主线,1,,,与%s对话,与%s对话,
4153,火焰山10_5,10001,桤木西,通关火焰山10_5,通关火焰山10_5,,主线,1,,,与%s对话,与%s对话,
4155,火焰山10_10,10001,桤木西,通关火焰山10_10,通关火焰山10_10,,主线,1,,,与%s对话,与%s对话,
4157,火焰山11_5,10001,桤木西,通关火焰山11_5,通关火焰山11_5,,主线,1,,,与%s对话,与%s对话,
4159,火焰山11_10,10001,桤木西,通关火焰山11_10,通关火焰山11_10,,主线,1,,,与%s对话,与%s对话,
4161,火焰山12_5,10001,桤木西,通关火焰山12_5,通关火焰山12_5,,主线,1,,,与%s对话,与%s对话,
4163,火焰山12_10,10001,桤木西,通关火焰山12_10,通关火焰山12_10,,主线,1,,,与%s对话,与%s对话,
4165,火焰山13_5,10001,桤木西,通关火焰山13_5,通关火焰山13_5,,主线,1,,,与%s对话,与%s对话,
4167,火焰山13_10,10001,桤木西,通关火焰山13_10,通关火焰山13_10,,主线,1,,,与%s对话,与%s对话,
4169,火焰山14_5,10001,桤木西,通关火焰山14_5,通关火焰山14_5,,主线,1,,,与%s对话,与%s对话,
4171,火焰山14_10,10001,桤木西,通关火焰山14_10,通关火焰山14_10,,主线,1,,,与%s对话,与%s对话,
4173,火焰山15_5,10001,桤木西,通关火焰山15_5,通关火焰山15_5,,主线,1,,,与%s对话,与%s对话,
4175,火焰山15_10,10001,桤木西,通关火焰山15_10,通关火焰山15_10,,主线,1,,,与%s对话,与%s对话,
4177,前往小雷音寺,10001,桤木西,完成前往小雷音寺,完成前往小雷音寺,,主线,1,,,与%s对话,与%s对话,
4179,小雷音寺1_5,10001,桤木西,通关小雷音寺1_5,通关小雷音寺1_5,,主线,1,,,与%s对话,与%s对话,
4181,小雷音寺1_10,10001,桤木西,通关小雷音寺1_10,通关小雷音寺1_10,,主线,1,,,与%s对话,与%s对话,
4183,小雷音寺2_5,10001,桤木西,通关小雷音寺2_5,通关小雷音寺2_5,,主线,1,,,与%s对话,与%s对话,
4185,小雷音寺2_10,10001,桤木西,通关小雷音寺2_10,通关小雷音寺2_10,,主线,1,,,与%s对话,与%s对话,
4187,小雷音寺3_5,10001,桤木西,通关小雷音寺3_5,通关小雷音寺3_5,,主线,1,,,与%s对话,与%s对话,
4189,小雷音寺3_10,10001,桤木西,通关小雷音寺3_10,通关小雷音寺3_10,,主线,1,,,与%s对话,与%s对话,
4191,小雷音寺4_5,10001,桤木西,通关小雷音寺4_5,通关小雷音寺4_5,,主线,1,,,与%s对话,与%s对话,
4193,小雷音寺4_10,10001,桤木西,通关小雷音寺4_10,通关小雷音寺4_10,,主线,1,,,与%s对话,与%s对话,
4195,小雷音寺5_5,10001,桤木西,通关小雷音寺5_5,通关小雷音寺5_5,,主线,1,,,与%s对话,与%s对话,
4197,小雷音寺5_10,10001,桤木西,通关小雷音寺5_10,通关小雷音寺5_10,,主线,1,,,与%s对话,与%s对话,
4199,小雷音寺6_5,10001,桤木西,通关小雷音寺6_5,通关小雷音寺6_5,,主线,1,,,与%s对话,与%s对话,
4201,小雷音寺6_10,10001,桤木西,通关小雷音寺6_10,通关小雷音寺6_10,,主线,1,,,与%s对话,与%s对话,
4203,小雷音寺7_5,10001,桤木西,通关小雷音寺7_5,通关小雷音寺7_5,,主线,1,,,与%s对话,与%s对话,
4205,小雷音寺7_10,10001,桤木西,通关小雷音寺7_10,通关小雷音寺7_10,,主线,1,,,与%s对话,与%s对话,
4207,小雷音寺8_5,10001,桤木西,通关小雷音寺8_5,通关小雷音寺8_5,,主线,1,,,与%s对话,与%s对话,
4209,小雷音寺8_10,10001,桤木西,通关小雷音寺8_10,通关小雷音寺8_10,,主线,1,,,与%s对话,与%s对话,
4211,小雷音寺9_5,10001,桤木西,通关小雷音寺9_5,通关小雷音寺9_5,,主线,1,,,与%s对话,与%s对话,
4213,小雷音寺9_10,10001,桤木西,通关小雷音寺9_10,通关小雷音寺9_10,,主线,1,,,与%s对话,与%s对话,
4215,小雷音寺10_5,10001,桤木西,通关小雷音寺10_5,通关小雷音寺10_5,,主线,1,,,与%s对话,与%s对话,
4217,小雷音寺10_10,10001,桤木西,通关小雷音寺10_10,通关小雷音寺10_10,,主线,1,,,与%s对话,与%s对话,
4219,小雷音寺11_5,10001,桤木西,通关小雷音寺11_5,通关小雷音寺11_5,,主线,1,,,与%s对话,与%s对话,
4221,小雷音寺11_10,10001,桤木西,通关小雷音寺11_10,通关小雷音寺11_10,,主线,1,,,与%s对话,与%s对话,
4223,小雷音寺12_5,10001,桤木西,通关小雷音寺12_5,通关小雷音寺12_5,,主线,1,,,与%s对话,与%s对话,
4225,小雷音寺12_10,10001,桤木西,通关小雷音寺12_10,通关小雷音寺12_10,,主线,1,,,与%s对话,与%s对话,
4227,小雷音寺13_5,10001,桤木西,通关小雷音寺13_5,通关小雷音寺13_5,,主线,1,,,与%s对话,与%s对话,
4229,小雷音寺13_10,10001,桤木西,通关小雷音寺13_10,通关小雷音寺13_10,,主线,1,,,与%s对话,与%s对话,
4231,小雷音寺14_5,10001,桤木西,通关小雷音寺14_5,通关小雷音寺14_5,,主线,1,,,与%s对话,与%s对话,
4233,小雷音寺14_10,10001,桤木西,通关小雷音寺14_10,通关小雷音寺14_10,,主线,1,,,与%s对话,与%s对话,
4235,小雷音寺15_5,10001,桤木西,通关小雷音寺15_5,通关小雷音寺15_5,,主线,1,,,与%s对话,与%s对话,
4237,小雷音寺15_10,10001,桤木西,通关小雷音寺15_10,通关小雷音寺15_10,,主线,1,,,与%s对话,与%s对话,
4239,前往无底洞,10001,桤木西,完成前往无底洞,完成前往无底洞,,主线,1,,,与%s对话,与%s对话,
